data,apelant,minute,ora_apel,minut_apel,secunda_apel,datetime,ora sfarsit,secunde
04.01.24,b,1.581388626621014,16,42,23,2024-01-04 16:42:23,2024-01-04 16:43:58,95
01.02.24,b,1.362143770639258,13,16,20,2024-02-01 13:16:20,2024-02-01 13:17:42,82
05.01.24,a,0.2756990730700215,5,18,0,2024-01-05 05:18:00,2024-01-05 05:18:17,17
09.02.24,c,0.3800016857517004,13,24,35,2024-02-09 13:24:35,2024-02-09 13:24:58,23
26.01.24,d,0.5007154058404506,13,50,19,2024-01-26 13:50:19,2024-01-26 13:50:49,30
25.01.24,a,0.8207048574208331,13,1,46,2024-01-25 13:01:46,2024-01-25 13:02:35,49
18.01.24,b,1.020251461180484,12,40,54,2024-01-18 12:40:54,2024-01-18 12:41:55,61
09.02.24,b,0.1444840680363531,10,34,32,2024-02-09 10:34:32,2024-02-09 10:34:41,9
25.01.24,a,0.4035101699471934,17,26,30,2024-01-25 17:26:30,2024-01-25 17:26:54,24
21.02.24,a,0.0333333333333333,6,36,28,2024-02-21 06:36:28,2024-02-21 06:36:30,2
05.03.24,b,0.4277524801436594,12,41,43,2024-03-05 12:41:43,2024-03-05 12:42:09,26
02.02.24,a,0.0333333333333333,10,21,37,2024-02-02 10:21:37,2024-02-02 10:21:39,2
05.03.24,a,1.6943760605971514,9,17,33,2024-03-05 09:17:33,2024-03-05 09:19:15,102
26.01.24,c,0.6058983122826368,5,40,18,2024-01-26 05:40:18,2024-01-26 05:40:54,36
14.01.24,c,1.3141951430144516,10,38,48,2024-01-14 10:38:48,2024-01-14 10:40:07,79
14.12.23,a,1.7392379646234302,12,29,2,2023-12-14 12:29:02,2023-12-14 12:30:46,104
19.01.24,a,1.2541241655877566,6,18,15,2024-01-19 06:18:15,2024-01-19 06:19:30,75
17.01.24,b,0.9403800814906124,11,36,30,2024-01-17 11:36:30,2024-01-17 11:37:26,56
08.01.24,a,1.5090132408359154,16,26,59,2024-01-08 16:26:59,2024-01-08 16:28:30,91
06.12.23,c,0.0333333333333333,12,49,0,2023-12-06 12:49:00,2023-12-06 12:49:02,2
07.12.23,a,1.2853905641512815,15,25,20,2023-12-07 15:25:20,2023-12-07 15:26:37,77
26.01.24,c,0.5143727409709624,13,34,37,2024-01-26 13:34:37,2024-01-26 13:35:08,31
21.02.24,c,0.1325433819316459,10,59,5,2024-02-21 10:59:05,2024-02-21 10:59:13,8
26.01.24,b,0.7871017976155505,10,22,57,2024-01-26 10:22:57,2024-01-26 10:23:44,47
16.01.24,d,1.1269072025514382,16,34,0,2024-01-16 16:34:00,2024-01-16 16:35:08,68
21.02.24,d,1.6506788771391552,15,27,0,2024-02-21 15:27:00,2024-02-21 15:28:39,99
26.01.24,a,0.124359934748046,12,30,10,2024-01-26 12:30:10,2024-01-26 12:30:17,7
13.01.24,d,1.925264099325672,14,30,21,2024-01-13 14:30:21,2024-01-13 14:32:17,116
05.03.24,c,0.0333333333333333,9,42,47,2024-03-05 09:42:47,2024-03-05 09:42:49,2
14.02.24,b,0.5984822598094758,8,31,25,2024-02-14 08:31:25,2024-02-14 08:32:01,36
23.01.24,c,0.9641717859257128,16,17,48,2024-01-23 16:17:48,2024-01-23 16:18:46,58
29.12.23,a,0.4273682931254868,15,59,30,2023-12-29 15:59:30,2023-12-29 15:59:56,26
05.03.24,c,0.6178225842188433,12,56,58,2024-03-05 12:56:58,2024-03-05 12:57:35,37
22.02.24,c,1.896278849501772,8,19,30,2024-02-22 08:19:30,2024-02-22 08:21:24,114
16.02.24,a,0.5226861714392775,8,10,36,2024-02-16 08:10:36,2024-02-16 08:11:07,31
19.12.23,d,1.6835443712352665,7,1,33,2023-12-19 07:01:33,2023-12-19 07:03:14,101
23.01.24,c,0.9305077922401008,16,30,35,2024-01-23 16:30:35,2024-01-23 16:31:31,56
15.12.23,b,0.340378575079374,12,34,27,2023-12-15 12:34:27,2023-12-15 12:34:47,20
06.12.23,c,1.180614972899059,9,50,24,2023-12-06 09:50:24,2023-12-06 09:51:35,71
25.01.24,b,1.0192811103277184,16,21,44,2024-01-25 16:21:44,2024-01-25 16:22:45,61
29.12.23,b,0.9498583446163708,15,26,34,2023-12-29 15:26:34,2023-12-29 15:27:31,57
16.01.24,a,1.394569978989122,6,31,45,2024-01-16 06:31:45,2024-01-16 06:33:09,84
31.01.24,c,0.7922676937267074,9,13,8,2024-01-31 09:13:08,2024-01-31 09:13:56,48
25.01.24,c,0.0333333333333333,19,20,21,2024-01-25 19:20:21,2024-01-25 19:20:23,2
06.12.23,c,0.8018152862647135,17,28,17,2023-12-06 17:28:17,2023-12-06 17:29:05,48
05.03.24,a,1.4931889673128595,12,0,29,2024-03-05 12:00:29,2024-03-05 12:01:59,90
21.02.24,b,1.0585044136910418,12,20,0,2024-02-21 12:20:00,2024-02-21 12:21:04,64
06.12.23,d,0.9463183228725526,8,53,18,2023-12-06 08:53:18,2023-12-06 08:54:15,57
25.01.24,d,0.8209875372596949,12,27,12,2024-01-25 12:27:12,2024-01-25 12:28:01,49
19.02.24,e,1.097985322246224,12,35,15,2024-02-19 12:35:15,2024-02-19 12:36:21,66
21.02.24,c,1.087390940418693,11,27,24,2024-02-21 11:27:24,2024-02-21 11:28:29,65
25.12.23,c,0.9909405233031956,13,12,28,2023-12-25 13:12:28,2023-12-25 13:13:27,59
19.02.24,b,1.1730505649503218,12,12,2,2024-02-19 12:12:02,2024-02-19 12:13:12,70
29.01.24,d,0.3468086329374009,10,39,27,2024-01-29 10:39:27,2024-01-29 10:39:48,21
03.01.24,c,1.4681025165514696,13,17,0,2024-01-03 13:17:00,2024-01-03 13:18:28,88
29.12.23,c,0.9070000043637012,10,23,42,2023-12-29 10:23:42,2023-12-29 10:24:36,54
26.01.24,b,0.0333333333333333,13,35,53,2024-01-26 13:35:53,2024-01-26 13:35:55,2
15.01.24,a,0.7391119014114196,6,35,48,2024-01-15 06:35:48,2024-01-15 06:36:32,44
22.01.24,b,0.2708856058787317,5,46,47,2024-01-22 05:46:47,2024-01-22 05:47:03,16
12.02.24,b,0.9417982030186852,6,24,42,2024-02-12 06:24:42,2024-02-12 06:25:39,57
16.01.24,c,0.8117940941290758,9,37,24,2024-01-16 09:37:24,2024-01-16 09:38:13,49
08.12.23,c,0.7997213330786779,11,8,29,2023-12-08 11:08:29,2023-12-08 11:09:17,48
14.02.24,d,1.0804598866669697,11,45,7,2024-02-14 11:45:07,2024-02-14 11:46:12,65
23.02.24,c,0.4615476006265366,15,28,30,2024-02-23 15:28:30,2024-02-23 15:28:58,28
26.01.24,a,0.0333333333333333,12,59,31,2024-01-26 12:59:31,2024-01-26 12:59:33,2
17.12.23,c,0.7986692453756308,18,33,36,2023-12-17 18:33:36,2023-12-17 18:34:24,48
25.01.24,b,0.8437234376343795,15,59,26,2024-01-25 15:59:26,2024-01-25 16:00:17,51
31.01.24,c,0.3207890763236392,9,39,27,2024-01-31 09:39:27,2024-01-31 09:39:46,19
23.02.24,b,0.7694793424233644,11,20,32,2024-02-23 11:20:32,2024-02-23 11:21:18,46
05.03.24,d,0.8773707170559378,15,30,22,2024-03-05 15:30:22,2024-03-05 15:31:15,53
10.01.24,c,0.7262695022080684,13,54,9,2024-01-10 13:54:09,2024-01-10 13:54:53,44
05.03.24,d,1.6023428799753503,10,24,20,2024-03-05 10:24:20,2024-03-05 10:25:56,96
21.02.24,c,1.184938008158657,11,13,59,2024-02-21 11:13:59,2024-02-21 11:15:10,71
05.01.24,a,0.355334329677631,17,20,39,2024-01-05 17:20:39,2024-01-05 17:21:00,21
17.01.24,b,0.3361599083100047,9,26,23,2024-01-17 09:26:23,2024-01-17 09:26:43,20
19.12.23,a,0.949531042725936,5,39,0,2023-12-19 05:39:00,2023-12-19 05:39:57,57
11.01.24,b,1.8525931489106409,14,21,0,2024-01-11 14:21:00,2024-01-11 14:22:51,111
13.12.23,c,1.004057679952204,12,3,45,2023-12-13 12:03:45,2023-12-13 12:04:45,60
10.01.24,c,1.328731769941068,9,38,22,2024-01-10 09:38:22,2024-01-10 09:39:42,80
09.02.24,c,1.7565683346241734,10,59,23,2024-02-09 10:59:23,2024-02-09 11:01:08,105
26.01.24,c,0.0333333333333333,14,41,26,2024-01-26 14:41:26,2024-01-26 14:41:28,2
05.01.24,c,0.3449124814774292,16,0,49,2024-01-05 16:00:49,2024-01-05 16:01:10,21
29.01.24,b,1.3417144587930112,9,18,54,2024-01-29 09:18:54,2024-01-29 09:20:15,81
02.02.24,b,0.8252050552817191,19,52,24,2024-02-02 19:52:24,2024-02-02 19:53:14,50
06.12.23,c,0.6513523873704079,16,0,25,2023-12-06 16:00:25,2023-12-06 16:01:04,39
17.01.24,a,1.0673577618642442,15,28,16,2024-01-17 15:28:16,2024-01-17 15:29:20,64
10.01.24,b,1.4468502430681052,9,23,44,2024-01-10 09:23:44,2024-01-10 09:25:11,87
08.01.24,c,1.344141578593547,10,25,55,2024-01-08 10:25:55,2024-01-08 10:27:16,81
31.01.24,a,0.2323753648581855,17,0,14,2024-01-31 17:00:14,2024-01-31 17:00:28,14
05.03.24,b,0.7732144273439049,9,12,29,2024-03-05 09:12:29,2024-03-05 09:13:15,46
08.01.24,e,0.0395397695102975,12,37,33,2024-01-08 12:37:33,2024-01-08 12:37:35,2
25.01.24,b,0.4879209262137685,21,45,42,2024-01-25 21:45:42,2024-01-25 21:46:11,29
25.01.24,b,0.4951171918260009,9,36,59,2024-01-25 09:36:59,2024-01-25 09:37:29,30
07.12.23,c,0.0333333333333333,14,35,15,2023-12-07 14:35:15,2023-12-07 14:35:17,2
12.02.24,b,0.0500131101389891,7,34,20,2024-02-12 07:34:20,2024-02-12 07:34:23,3
19.02.24,a,0.8844469964332743,13,19,41,2024-02-19 13:19:41,2024-02-19 13:20:34,53
25.01.24,c,1.2738705048976926,5,51,5,2024-01-25 05:51:05,2024-01-25 05:52:21,76
20.01.24,e,0.9780248960374182,13,25,34,2024-01-20 13:25:34,2024-01-20 13:26:33,59
11.12.23,c,0.690827268075452,10,59,3,2023-12-11 10:59:03,2023-12-11 10:59:44,41
19.01.24,b,0.7958417345835651,12,47,16,2024-01-19 12:47:16,2024-01-19 12:48:04,48
08.01.24,d,0.0333333333333333,13,11,10,2024-01-08 13:11:10,2024-01-08 13:11:12,2
09.01.24,a,1.2931510140812832,9,44,51,2024-01-09 09:44:51,2024-01-09 09:46:09,78
15.02.24,c,0.7057712100352209,6,59,32,2024-02-15 06:59:32,2024-02-15 07:00:14,42
21.02.24,c,0.0333333333333333,10,59,36,2024-02-21 10:59:36,2024-02-21 10:59:38,2
10.01.24,c,0.3506719083687113,9,0,22,2024-01-10 09:00:22,2024-01-10 09:00:43,21
11.12.23,a,0.4825214768435139,13,2,26,2023-12-11 13:02:26,2023-12-11 13:02:55,29
05.03.24,b,0.183694372747912,11,35,18,2024-03-05 11:35:18,2024-03-05 11:35:29,11
07.02.24,c,1.1090665807548985,11,57,38,2024-02-07 11:57:38,2024-02-07 11:58:45,67
10.02.24,e,0.8896111869051784,13,44,19,2024-02-10 13:44:19,2024-02-10 13:45:12,53
31.01.24,h,0.4115070987100615,19,38,11,2024-01-31 19:38:11,2024-01-31 19:38:36,25
22.12.23,b,0.0333333333333333,10,27,32,2023-12-22 10:27:32,2023-12-22 10:27:34,2
13.02.24,b,0.3706956148856041,11,10,42,2024-02-13 11:10:42,2024-02-13 11:11:04,22
21.02.24,c,0.672073693626663,5,13,27,2024-02-21 05:13:27,2024-02-21 05:14:07,40
01.03.24,b,1.834126971582374,8,21,18,2024-03-01 08:21:18,2024-03-01 08:23:08,110
10.02.24,b,0.8935796344754419,14,38,59,2024-02-10 14:38:59,2024-02-10 14:39:53,54
31.01.24,d,1.114653955071495,14,12,25,2024-01-31 14:12:25,2024-01-31 14:13:32,67
21.02.24,c,1.1988728057347433,11,15,21,2024-02-21 11:15:21,2024-02-21 11:16:33,72
07.12.23,a,0.8150820137158995,7,49,19,2023-12-07 07:49:19,2023-12-07 07:50:08,49
14.01.24,a,0.820484026451172,10,34,18,2024-01-14 10:34:18,2024-01-14 10:35:07,49
06.12.23,a,1.0783648741026726,17,18,23,2023-12-06 17:18:23,2023-12-06 17:19:28,65
10.01.24,a,1.040387167504329,21,25,47,2024-01-10 21:25:47,2024-01-10 21:26:49,62
19.02.24,b,0.167936250756576,11,12,11,2024-02-19 11:12:11,2024-02-19 11:12:21,10
10.02.24,a,0.551831784607616,7,36,41,2024-02-10 07:36:41,2024-02-10 07:37:14,33
20.01.24,e,1.325334305356788,18,37,15,2024-01-20 18:37:15,2024-01-20 18:38:35,80
23.01.24,b,0.3485372559342273,13,39,38,2024-01-23 13:39:38,2024-01-23 13:39:59,21
29.01.24,c,0.0333333333333333,14,34,16,2024-01-29 14:34:16,2024-01-29 14:34:18,2
06.12.23,b,0.8193460219185186,14,42,20,2023-12-06 14:42:20,2023-12-06 14:43:09,49
22.01.24,b,0.9977779650694072,10,0,50,2024-01-22 10:00:50,2024-01-22 10:01:50,60
26.01.24,d,1.2123630305205282,11,31,26,2024-01-26 11:31:26,2024-01-26 11:32:39,73
19.02.24,b,0.0856065548028316,12,56,54,2024-02-19 12:56:54,2024-02-19 12:56:59,5
28.02.24,c,0.2168212029840618,15,31,24,2024-02-28 15:31:24,2024-02-28 15:31:37,13
05.01.24,c,1.625824363980083,14,16,42,2024-01-05 14:16:42,2024-01-05 14:18:20,98
09.01.24,b,0.5920189713113015,14,10,54,2024-01-09 14:10:54,2024-01-09 14:11:30,36
25.01.24,c,1.0238398240088349,7,27,16,2024-01-25 07:27:16,2024-01-25 07:28:17,61
11.01.24,c,0.5107478514781757,16,22,26,2024-01-11 16:22:26,2024-01-11 16:22:57,31
04.01.24,b,0.4011653296163534,13,31,40,2024-01-04 13:31:40,2024-01-04 13:32:04,24
25.01.24,c,1.0290507373397415,14,2,27,2024-01-25 14:02:27,2024-01-25 14:03:29,62
06.12.23,c,0.7465184748315359,11,41,20,2023-12-06 11:41:20,2023-12-06 11:42:05,45
27.12.23,a,0.5996771343343887,16,40,37,2023-12-27 16:40:37,2023-12-27 16:41:13,36
05.01.24,c,1.795786767759722,11,6,22,2024-01-05 11:06:22,2024-01-05 11:08:10,108
11.12.23,h,1.2043541924168024,14,7,17,2023-12-11 14:07:17,2023-12-11 14:08:29,72
25.01.24,b,0.6782984884152679,11,32,24,2024-01-25 11:32:24,2024-01-25 11:33:05,41
29.01.24,b,0.5655235180886575,7,7,47,2024-01-29 07:07:47,2024-01-29 07:08:21,34
22.01.24,c,0.7742175211619365,12,26,59,2024-01-22 12:26:59,2024-01-22 12:27:45,46
05.01.24,c,1.3754265242474355,9,19,10,2024-01-05 09:19:10,2024-01-05 09:20:33,83
19.02.24,b,0.0333333333333333,9,30,14,2024-02-19 09:30:14,2024-02-19 09:30:16,2
29.01.24,a,1.111886102282513,18,33,37,2024-01-29 18:33:37,2024-01-29 18:34:44,67
08.01.24,b,0.0333333333333333,11,15,19,2024-01-08 11:15:19,2024-01-08 11:15:21,2
11.01.24,b,0.3655356191437197,7,59,23,2024-01-11 07:59:23,2024-01-11 07:59:45,22
31.01.24,b,1.132771736250186,12,14,41,2024-01-31 12:14:41,2024-01-31 12:15:49,68
12.12.23,b,0.0333333333333333,10,18,32,2023-12-12 10:18:32,2023-12-12 10:18:34,2
05.03.24,a,0.9322117708449856,8,9,10,2024-03-05 08:09:10,2024-03-05 08:10:06,56
05.03.24,c,1.7170867069165088,8,20,0,2024-03-05 08:20:00,2024-03-05 08:21:43,103
23.01.24,h,2.087057338346065,7,26,28,2024-01-23 07:26:28,2024-01-23 07:28:33,125
19.01.24,c,0.0333333333333333,15,29,0,2024-01-19 15:29:00,2024-01-19 15:29:02,2
19.12.23,a,0.0333333333333333,9,59,4,2023-12-19 09:59:04,2023-12-19 09:59:06,2
17.02.24,c,0.0333333333333333,11,59,59,2024-02-17 11:59:59,2024-02-17 12:00:01,2
08.01.24,b,0.663443461034758,9,26,13,2024-01-08 09:26:13,2024-01-08 09:26:53,40
26.01.24,b,1.257422070701833,9,19,59,2024-01-26 09:19:59,2024-01-26 09:21:14,75
09.01.24,a,0.9709290831241988,15,20,58,2024-01-09 15:20:58,2024-01-09 15:21:56,58
20.12.23,c,1.081318641872464,9,36,59,2023-12-20 09:36:59,2023-12-20 09:38:04,65
25.12.23,a,0.5896104822867325,15,53,22,2023-12-25 15:53:22,2023-12-25 15:53:57,35
13.02.24,c,2.301114517973545,11,0,16,2024-02-13 11:00:16,2024-02-13 11:02:34,138
13.01.24,a,1.6195517269604718,16,27,26,2024-01-13 16:27:26,2024-01-13 16:29:03,97
11.01.24,d,1.7746940137210634,6,59,40,2024-01-11 06:59:40,2024-01-11 07:01:26,106
29.12.23,c,0.1725351015122271,13,34,37,2023-12-29 13:34:37,2023-12-29 13:34:47,10
21.02.24,b,0.8053047449652982,13,32,30,2024-02-21 13:32:30,2024-02-21 13:33:18,48
23.01.24,b,0.9860987158951166,7,40,2,2024-01-23 07:40:02,2024-01-23 07:41:01,59
29.01.24,c,0.2149629297273885,13,41,18,2024-01-29 13:41:18,2024-01-29 13:41:31,13
25.12.23,c,1.0885563628044708,16,47,54,2023-12-25 16:47:54,2023-12-25 16:48:59,65
23.01.24,a,0.419581972761912,7,59,10,2024-01-23 07:59:10,2024-01-23 07:59:35,25
12.12.23,a,1.7974322613017113,12,52,16,2023-12-12 12:52:16,2023-12-12 12:54:04,108
09.02.24,a,1.7007112358856202,11,21,47,2024-02-09 11:21:47,2024-02-09 11:23:29,102
05.03.24,b,0.1909848603324404,11,23,22,2024-03-05 11:23:22,2024-03-05 11:23:33,11
03.01.24,c,1.180899991841286,13,26,19,2024-01-03 13:26:19,2024-01-03 13:27:30,71
31.01.24,c,0.0333333333333333,9,32,24,2024-01-31 09:32:24,2024-01-31 09:32:26,2
22.02.24,a,1.4042214469276866,15,39,18,2024-02-22 15:39:18,2024-02-22 15:40:42,84
04.01.24,c,0.0333333333333333,10,50,18,2024-01-04 10:50:18,2024-01-04 10:50:20,2
19.12.23,d,1.34461611023107,9,14,16,2023-12-19 09:14:16,2023-12-19 09:15:37,81
08.01.24,b,0.8572986130354256,14,33,39,2024-01-08 14:33:39,2024-01-08 14:34:30,51
09.01.24,a,0.2922849826606266,13,5,8,2024-01-09 13:05:08,2024-01-09 13:05:26,18
06.12.23,c,1.153821570599593,8,38,6,2023-12-06 08:38:06,2023-12-06 08:39:15,69
11.01.24,b,0.8313481519653143,5,39,41,2024-01-11 05:39:41,2024-01-11 05:40:31,50
07.01.24,c,1.9709332904137,14,43,44,2024-01-07 14:43:44,2024-01-07 14:45:42,118
26.01.24,a,1.3949010004696052,8,33,0,2024-01-26 08:33:00,2024-01-26 08:34:24,84
11.12.23,b,1.058948658832538,10,36,1,2023-12-11 10:36:01,2023-12-11 10:37:05,64
19.01.24,d,0.9246801444191722,21,0,59,2024-01-19 21:00:59,2024-01-19 21:01:54,55
05.01.24,e,0.8818681499103073,9,43,24,2024-01-05 09:43:24,2024-01-05 09:44:17,53
05.03.24,a,0.0333333333333333,5,43,57,2024-03-05 05:43:57,2024-03-05 05:43:59,2
31.01.24,a,0.1823934647540741,7,40,0,2024-01-31 07:40:00,2024-01-31 07:40:11,11
03.01.24,c,0.2781208321854088,7,31,54,2024-01-03 07:31:54,2024-01-03 07:32:11,17
10.01.24,c,1.3228924854440671,12,16,31,2024-01-10 12:16:31,2024-01-10 12:17:50,79
29.01.24,a,1.9241872079322075,13,14,46,2024-01-29 13:14:46,2024-01-29 13:16:41,115
06.12.23,c,0.2848881228617819,9,32,22,2023-12-06 09:32:22,2023-12-06 09:32:39,17
15.12.23,c,1.474984493821293,14,24,7,2023-12-15 14:24:07,2023-12-15 14:25:35,88
06.12.23,b,0.268980364332043,10,38,12,2023-12-06 10:38:12,2023-12-06 10:38:28,16
08.01.24,b,0.5105980465905362,18,0,33,2024-01-08 18:00:33,2024-01-08 18:01:04,31
05.03.24,c,1.1606089920999727,15,10,32,2024-03-05 15:10:32,2024-03-05 15:11:42,70
05.01.24,a,1.4130065893581365,11,0,5,2024-01-05 11:00:05,2024-01-05 11:01:30,85
11.01.24,a,1.4728335479576182,11,28,23,2024-01-11 11:28:23,2024-01-11 11:29:51,88
17.01.24,c,1.1133403141344411,11,0,11,2024-01-17 11:00:11,2024-01-17 11:01:18,67
15.12.23,b,0.4092805837446805,14,17,36,2023-12-15 14:17:36,2023-12-15 14:18:01,25
31.01.24,d,0.9407166140678356,16,21,17,2024-01-31 16:21:17,2024-01-31 16:22:13,56
01.02.24,a,0.215355259773836,6,59,35,2024-02-01 06:59:35,2024-02-01 06:59:48,13
09.02.24,c,0.9917955440792008,14,34,13,2024-02-09 14:34:13,2024-02-09 14:35:13,60
31.01.24,b,0.8275496655136633,13,33,10,2024-01-31 13:33:10,2024-01-31 13:34:00,50
23.01.24,c,0.0333333333333333,10,52,0,2024-01-23 10:52:00,2024-01-23 10:52:02,2
20.02.24,c,1.285997359182046,12,35,59,2024-02-20 12:35:59,2024-02-20 12:37:16,77
05.03.24,b,0.0333333333333333,7,53,58,2024-03-05 07:53:58,2024-03-05 07:54:00,2
13.12.23,b,1.3017685217968369,16,7,22,2023-12-13 16:07:22,2023-12-13 16:08:40,78
18.01.24,a,0.4556211858732437,7,31,32,2024-01-18 07:31:32,2024-01-18 07:31:59,27
31.01.24,e,1.679682472797447,17,19,28,2024-01-31 17:19:28,2024-01-31 17:21:09,101
31.01.24,a,0.842773098381424,16,33,20,2024-01-31 16:33:20,2024-01-31 16:34:11,51
22.02.24,a,1.053536291091631,19,46,46,2024-02-22 19:46:46,2024-02-22 19:47:49,63
03.01.24,b,0.7436094329951901,15,16,0,2024-01-03 15:16:00,2024-01-03 15:16:45,45
29.12.23,c,0.8630134660921882,14,35,37,2023-12-29 14:35:37,2023-12-29 14:36:29,52
23.01.24,a,0.2145347593169448,11,25,32,2024-01-23 11:25:32,2024-01-23 11:25:45,13
07.01.24,c,1.1803786518427524,13,0,19,2024-01-07 13:00:19,2024-01-07 13:01:30,71
15.01.24,c,0.9049803940421396,19,10,0,2024-01-15 19:10:00,2024-01-15 19:10:54,54
09.12.23,c,1.1856351345521416,11,36,28,2023-12-09 11:36:28,2023-12-09 11:37:39,71
21.02.24,c,0.9440102317250292,7,44,42,2024-02-21 07:44:42,2024-02-21 07:45:39,57
05.03.24,b,1.068403954745004,7,31,36,2024-03-05 07:31:36,2024-03-05 07:32:40,64
21.02.24,a,0.1745561101243337,5,6,33,2024-02-21 05:06:33,2024-02-21 05:06:43,10
