,smsin,smsout,callin,callout,internet,sms,calls
859,0.64944460581262,2.4257623929358503,0.05774122599421842,0.3618811691205156,57.13317932811453,2.6872719859989194,2.0634268282547334
868,0.7451267923130548,2.425456037811051,0.34618121252317113,1.538069885702887,13.559519306886493,2.002089090950548,4.212787834899231
925,0.5931842220790395,1.0464764850549368,1.1414322432843786,1.037820939060596,25.860332585523526,1.1069734841538248,1.2388535414777153
954,2.8509308609820985,1.3777006199086812,0.21264413825967,1.500550603489935,20.411701992661698,2.288886260903268,1.2845663897508255
967,1.1794560752948733,1.4398647065766672,0.8527719265965885,0.45633976523711417,2.3605506083151533,6.70592350152155,0.7139524341537096
986,0.7391024337133552,0.16516642154802788,0.5229477238153903,0.11240354154244278,26.86799042810859,4.02226563979142,1.4445708773163441
1007,0.3203188377263985,2.9413425163796982,0.13532758305205458,0.612001949456639,28.12636192944975,0.8888954971459849,0.616564263976294
1009,2.3400303331744214,2.9992960994276943,0.18341813553963712,0.7320273033515766,57.77985930777342,2.820335853681158,1.623483274546167
1018,1.2975767628668065,1.4415079793524956,0.9329022945917305,0.41971141981233223,35.54077392445208,1.4430713326524887,0.8768998076435179
1025,0.20206885441510566,1.1813377603436934,0.1197739604093939,0.2730655580502429,27.351961030679128,4.506157464737943,0.1117217737186855
1036,0.8455201721482027,1.7302966435001816,0.35289157559928414,0.7376765494596559,30.91215328105167,2.182335021887487,0.5025675759532086
1068,2.308341810207047,0.8607269597664461,0.7373330642849372,0.4096308463027263,22.632910343097493,3.210847157819638,0.3801737852753027
1081,0.17836351362319672,1.6954322536769941,0.21773696572712348,0.9753219487213832,18.181148165541213,3.9816910295942534,1.4423787217691395
1138,1.6163489247054046,1.830317869207594,0.0726204961433426,0.24722628506159924,18.31060097169184,1.5190739571020286,1.7820766694684136
1157,1.1578440907740992,1.0484450875134905,0.6170809146797027,0.16044838528819966,5.943352946735247,4.8052024118534,1.1249206086719137
1178,0.5975282274004738,0.3979000104270406,0.0538377368445395,0.17954330635437277,30.915811083588853,4.222150019180152,0.14231846287850425
1202,0.0041448572538118145,2.163938676560454,0.8648698894552274,0.5677396219219424,54.322801610360315,0.778961020204025,0.42325716618858605
1260,2.449351124472701,1.0413967315807249,1.0207897977589386,0.2138362861343008,28.471089738043524,1.2013761298888435,1.3021638313264383
1278,0.7336344092736969,1.1383963181891659,0.2010158687288513,0.21125159921410747,9.320035029052935,2.5369909876543497,0.10077241880553145
1300,1.6775696366243142,0.400073134957095,0.6497218352574987,1.198512074465405,38.52565108318608,0.6887386890273157,2.1311909021855944
1338,1.1707063229059562,0.33880103461101535,1.6330773644006151,0.5890949134353641,1.6274829033189615,2.6092715265468067,0.7609818566311841
1339,0.7085312468057331,1.7731828160366576,0.9678136650084075,0.4789033382601307,34.664005078061955,1.818396325839543,1.1322332155213863
1343,2.254196757432709,1.277774006108727,1.539589460878397,0.23024295459295244,19.93919227319588,3.5768558544847795,1.5642725831739304
1348,0.7467302366406074,2.285785606797987,0.4027425645624632,1.98782814450044,13.802432499896288,3.0266002481018783,0.9870684245783292
1390,1.1907464755387438,3.92596210809358,0.8400312606737718,0.8293359284633387,22.87363862435835,2.1640591526480057,4.083689360395359
1391,0.4357474852813708,1.850045752204901,1.8141997921616453,1.4749779073811156,39.9277247377213,0.38798013380243723,2.8958703543419597
1397,1.725004322479326,0.7091841825249635,0.3410350193610322,0.7731530362844592,20.843604125249254,1.296393376400603,1.55642794514771
1422,1.2170602563872026,2.253731181088197,0.6763341135400803,0.7595624603065155,4.702648293636476,1.67837771315353,2.0200789001639103
1426,0.08087551331952973,0.6947154692461296,0.42750649155832543,0.7671791136719821,28.68524032143886,0.1798681539669986,0.7840303987716953
1429,1.89286720340809,2.30606746893011,0.8991449001921992,1.2296815635702747,19.559446377865257,0.973417246250392,1.4364115685231653
1442,1.8696042833882947,2.1233134445566835,0.15366501296189403,0.7170003981057704,55.52365394683316,4.547027004047877,0.4384288202018827
1477,1.6239546117869366,2.649072416728969,0.8470923524617731,0.6661243554401625,35.737235697843936,2.971628909732493,0.05353442394627653
1480,1.5646516414780038,0.7204715855477064,0.11527046162721064,0.2183282152848335,0.6049705666110529,4.728086338498109,1.9320791441395715
1483,1.0309214282126684,1.5829656707373516,0.636262754646111,1.3977331070945112,15.723033141375375,2.357149666874365,0.3587928944644813
1509,0.9485400062583225,2.5317163502596487,0.43171645654561047,1.041037662552745,61.07513869237891,2.500310734883405,2.45476389185259
1536,0.866757006091901,1.26379646989579,0.10220974207334736,0.7462052226956903,29.463076542542446,0.21926060089100263,0.377584238573375
1579,2.3904446488389772,1.19371044865635,1.5826699639360822,0.2185622921180896,7.52107089294334,1.350865274444261,0.16705391036725953
1684,0.30366001838722595,1.7176980474160397,0.4514906611310641,0.22493119584310511,20.663263359365217,1.0615814507420613,4.858201868219708
1688,2.1882158723369116,0.562073314850237,0.6318211300550552,0.10255306236488938,36.345918287778105,1.0445325461591588,1.4918485414774185
1691,1.3925562364326316,0.6998225471055783,0.8000747584324028,1.5621057261765114,47.46163410836322,3.2072121577414663,1.2338606954576041
1762,2.4003026793192532,1.292238578235428,0.7272751504685385,0.5033728818987284,5.095263108214718,2.4218204175344944,1.624667617619604
1766,2.654060987576643,2.734337252651986,1.0644285916720766,1.0173172553531529,21.098344009740373,0.8319351134694328,2.5496979722224027
1793,1.2069245337525236,1.7155659084869836,0.10628382706859914,0.9266722334855845,4.760543277134817,2.5010925188708013,1.464666019749772
1807,1.1914343505730172,2.976820255123539,0.04033628560607397,0.0748493101585576,24.00392770790228,0.8570681651018509,2.6004821085550636
1809,0.04126218265776113,2.719555007450549,0.6016063510368433,0.4997452730339924,8.940820471403322,1.820314109558315,0.40085949019030115
1827,1.0588311596246769,0.3794554688713747,1.370939345711126,1.267268816648997,11.294132723036455,1.3476333615952085,1.5347758723336415
1834,0.7967421039212385,0.4913089629695819,0.6193195842051191,0.8226714553070055,19.21167144333346,5.145932093572335,1.6111411535572095
1840,1.5507322888867654,2.718393364428623,0.12433776065611371,0.4323264552607431,47.82158432754566,2.8062758522917663,3.4057809727911725
1897,0.24109595006086823,1.6723931600203306,0.4486160678530426,1.1547928610581537,20.703920095488854,0.569518381592129,1.1181328748683792
1901,0.11457234700929014,1.6081446336929162,0.3770079591328006,0.24378600303773493,41.149390236705884,2.9683378963071183,0.19271183825226418
1924,1.8396377126634347,0.2693169375424865,0.08763877047262747,0.7066833823504357,4.980622116600566,2.133923311978952,1.667668789303122
1980,2.8167578548071397,0.4661228354537988,0.523445068539641,1.3695038123887358,45.13520396288262,5.361896607911693,1.680563299432213
2007,0.5041066345695742,0.8901429667524707,0.005093880665587073,0.12096576748668199,10.08492282875492,2.3854324113263847,1.6124906285336207
2016,2.415195567731973,1.0259993698130678,0.09213276398630806,0.10484417963220427,23.653212614472142,3.4253245541800137,3.1866717795283774
2049,0.28454733170812346,2.927257106473395,0.6081179545578493,0.7701737631908369,28.987139327362627,2.9156001454602327,1.8077471762901947
2066,2.442511426035959,1.0090628513025381,0.7098877144236713,0.4494967014017178,1.9882763269034078,2.982704804414408,1.3841891114243332
2076,1.138655392937745,0.32212764695020246,0.11650595002640099,0.9091700827935378,32.26716667033949,0.09670219520381573,0.12034693272774338
2111,1.3471870611961587,0.4829539025704153,0.43561505368956277,0.10694918231567786,59.907482383333836,2.683668994089473,0.8838724524966143
2125,0.1375411520529054,0.38130123563967533,0.20323809321027972,1.2710637895412547,16.436376476664023,1.852206400343578,2.2045025554470934
2175,1.4057439223518948,2.2375085803152186,0.008636077008685166,0.46369775955787157,12.731702268164897,4.442447945713529,1.9761678123345219
2198,0.7214963428827748,2.8794690571353265,0.17234295701559996,1.0860177489278513,13.052649701174342,0.3488407578789537,1.902132453453323
2204,1.4679701607886892,2.005592888316662,0.42308664365784376,0.7252799447352187,66.06244295634403,0.8974321808096986,0.778741098875543
2216,1.5246242719694738,2.284911115716314,0.31205389711849446,0.500759372335454,26.628296179137532,2.8014549091206953,0.11644276798755401
2237,0.13622666626455276,0.6749271220562274,0.08632610474896446,0.2165303758003551,34.51270796196701,1.2970699839578592,2.247054856996126
2258,1.646743172790028,4.882220235185057,0.14149400556595343,0.5323331368786487,19.73056643829783,0.8754890066663811,2.1459706538663386
2260,2.418173510211022,1.2242928054529025,0.6964005169420996,0.5453083059950012,8.70346411954593,0.24580123354098252,1.6790541107531725
2265,1.0224421388347904,0.6411004486258691,0.04659436497103436,0.19222126995265815,52.6910754062718,1.9418078668675511,0.20444910619765636
2270,1.3992291296812445,0.04405234368722525,0.45673489458869704,0.0616979882789923,0.8195902217929844,2.82254222999345,2.7942515565920094
2271,0.55093107405749,1.4920429365622863,0.8473970924029867,0.7574007994659001,0.8941113046134778,1.5197521428324954,2.7108877414184662
2275,0.02493999644757346,2.613392326336703,0.09656682083085032,0.5843834247591666,3.928455405097346,1.3208102951679632,0.240892754570662
2312,1.0664824703227291,1.4855422796776039,0.664167603709941,0.7749737670158388,11.62479213801501,2.986728528851727,1.5353440203784101
2318,2.4193984656719314,2.349181100220095,1.2250735712526555,0.9008046975588184,30.807571625158904,2.989984832302368,1.3203517600607095
2355,0.8339330412292955,2.193304877955319,0.007600163802001275,1.4687839918557946,23.30980425253079,4.411129286809238,1.1658076839792668
2361,1.470375617518153,0.86984983748012,0.1266307586684126,0.3037702690898955,4.310327309539095,1.8776274866780875,1.0540043141414657
2378,1.2208599501364081,0.7788812932195472,0.2274749156754293,0.34422932323915195,30.26474443605967,0.7686001125324322,1.1060804510893154
2385,0.41758427945066084,1.2894577444733788,0.7541845181168326,0.8611943841262083,18.696862902573347,3.59707745000673,2.1289927356016136
2390,0.9183977808188968,3.411172441810587,1.2045502050821801,0.05930911033134353,45.86113674445194,1.4007831058230524,0.6134774800426126
2453,1.719137488605935,0.6296655666097789,0.18605842714002752,0.1574931914072316,9.140067962289592,1.1351473530416234,1.9437915360705975
2461,1.2528517919897706,1.5849093326041657,1.5819185413342478,1.3641649896818768,30.954930040308437,4.685063820407662,2.0036287908641257
2532,1.2802280098345855,1.9422092088308076,1.3685982962017198,0.13424073465749373,51.26811866005744,1.9064672479261633,2.0176439451901858
2560,0.25743171688237376,2.138674423737503,0.5671380476747337,0.7553816317473145,38.32871773931018,2.1200125236839047,2.094583953115931
2614,0.33651825880618147,1.7619381553113607,0.5760985568276756,0.18531000430631767,24.42340543529407,0.6013730734211139,0.7415391618772545
2617,0.9754410332801603,1.3199638784999177,0.5190091863149201,0.6547865778711425,55.26426574724131,0.9480858488870326,0.9309882980231493
2632,0.20614814590379393,0.4977341154268802,0.5406588107323931,1.6418479647443114,6.905245703219961,0.07489570242884538,2.2086496177760235
2635,0.06549392524866002,2.9768028183696855,0.12240340164698119,1.4123661119094815,6.47937595641768,1.4614594165669947,0.1656202099672676
2644,1.1986094568102523,2.977874169885651,0.7118474743533844,0.19902603933816074,32.24168465128895,2.178827942456157,0.20110296374083753
2661,1.4214721905099512,1.295501353599749,0.7186004913175211,1.6984723327891635,60.697612521039964,3.6287980279767047,0.6694173322940186
2672,0.8720312281547392,2.5786275892798676,1.3674550966140113,1.1983200090151491,32.76466299858923,1.6012590550954273,3.9266146554380437
2691,1.8586612978966,0.3864282418650639,0.11031808152432773,1.0233196519343737,11.877336908237874,2.8637889272346397,2.5441150376698283
2695,0.47528179051075187,1.0226404604684807,0.29466108592312557,1.1305014091314245,9.644108773025273,1.9805166923046802,0.059819299490717466
2708,0.8713636267009927,1.0985909261403197,0.6529272231383689,1.3447564881792635,28.03277548410965,0.9375212912447458,1.132414401266299
2741,1.0737207955536485,0.6893178874240522,0.7186341856146531,1.270550404035582,23.307393346037184,3.314183081961599,5.238672833866624
2742,0.2361556201461081,0.20074763641975207,1.1878501759110978,1.0099923737663383,12.121873181178433,0.84026390054242,1.2387050630014347
2775,1.4085425290672628,4.132027049068323,1.3333196924096087,1.0479152330875672,31.48094441192071,2.222766600111032,1.717173519278317
2786,0.6494719568999102,1.1741331678891977,0.17513572962606147,0.814618503593396,26.88209598942145,2.883855031832845,3.290138640773861
2800,0.3122174734588019,0.3357361905867951,1.0080503468302677,0.015723473866588494,12.919190713132824,0.4009540916493168,1.734232513450053
2825,0.4342891831333152,3.001944596279523,0.8857401474944455,0.27284191578653083,35.69330236800092,5.590857845457309,0.45863136292933726
2828,1.877430199093056,0.9872779024947477,0.8105512660312345,1.858902327128896,28.802344247177857,1.0093499977651466,2.167649605496966
2850,0.3918124930415094,1.0928231077967163,0.3794498372476781,0.4357323605954293,10.533559607325044,0.07837421227907632,1.9092816865613773
2856,1.017033149790014,0.10768569204649006,0.9783702209000058,0.07919106391209368,25.94457691668946,1.9083413762336396,0.48661733359293735
2859,2.0594410756713324,1.797627810410804,0.47909617014423933,1.3804057543461115,38.10874041853277,0.8254071903188342,0.4208736887285186
2937,0.023618499964034572,1.7979971302186464,0.30669452541366005,1.1474353878997472,33.44740753955788,1.0990397179600573,0.3355962429128302
2946,0.4270662037133805,2.909527931524361,0.5966329006683464,1.1881772113483924,8.66728681784042,0.8621745511421074,1.133340957648911
2964,0.41855533110955,2.0958105124736957,0.9168917697655486,2.222831911543397,15.797457273762786,0.6729578142535376,1.0960398918503613
2970,2.396387477704633,4.335468442817679,0.1662049679579458,0.23923949751122034,30.99821504434469,1.3213649012071522,0.5147098110666445
2974,1.452020795239374,1.7953654804788015,0.2754429733588534,1.0566784077861406,8.495924723557339,3.8317027430561073,0.9406664400325232
2981,1.01421847111633,0.5696384768613852,0.12832845737004503,0.7325745378235703,32.16099252665218,2.9326608165756354,1.577773772626919
2993,1.897204204973408,0.33736153945587766,0.5250265149391595,0.543502015201535,30.82978183793777,4.492253687297144,2.1302955030600628
3034,1.3606272714044254,1.9984679464845827,1.2416527502298933,0.7600884266635238,37.91111710525296,3.9086463943130356,0.05961894914049855
3039,2.7416147605439107,4.767844050631909,0.5846839341128495,0.1806001697367097,60.55769782917126,0.18609812853462437,1.4362258522761568
3057,0.010488578121144057,0.3463831499102426,0.5421249961634202,1.0718544091399842,15.500144487668083,3.326296360866778,3.65241299189745
3059,0.7976235811094287,2.149477759423855,1.2603639859642957,0.7063814098830992,12.139168494966519,0.5828874907354418,1.065393836194705
3091,0.8141861926481782,0.5584097441265143,1.3628569892121236,1.4508399523082225,35.03044642782631,2.092105636095867,1.4363979911787081
3115,0.6767281347356399,0.16628635529405392,0.9021666444561525,0.3080739850769461,21.184618598448814,0.13395093676298003,2.0842085564389308
3133,0.21899662894635205,1.4745980551736615,1.1254728467513233,2.9471395903327533,27.156036055954498,4.495183572060803,2.3933441178760417
3141,0.883321002341811,2.505107082712866,0.7302418931862159,0.5099736308709841,24.800929237442848,0.14299297174441272,2.9352586201434083
3142,1.2549838898615742,1.587970970182896,1.2112475981575375,0.9966180975295612,24.816368883897486,3.2948888719741944,0.5440221652554386
3147,0.3558109172896521,1.3478191009692995,0.31794661046599626,0.1786310258084244,27.35696508699209,1.9108075561657591,4.272359287138349
3159,2.1885143944386978,2.7320409381357327,0.4866159596697647,0.16718112158336154,27.24227714859571,0.6597933964844013,2.8270088038765993
3189,0.14509380655084994,1.1214387758265296,0.5188077510207474,0.5351195346859193,25.338079094654624,0.4514840119958109,2.7220043597943215
3200,1.5352006628967954,0.3931634927608715,0.020012419957921086,0.14675856661030479,36.955639099184076,1.7557560393345497,0.37609805186565576
3205,0.6106366059764281,2.9873219340950077,0.6086490679520314,0.8400025534472473,12.36847286575298,3.1086238240420454,0.08055139817214232
3210,0.8196589385136102,4.50158996090872,0.4276167221637087,1.2195778435393458,25.69896178902721,0.7814822191967398,2.0790934369496434
3234,1.670823225614633,3.1919586948283336,1.5865009094439388,0.5327216778387688,47.576396693459415,4.196463596437915,0.6934487547037288
3242,0.43352409196095615,0.09609892431471652,1.2552442347623836,1.269348672066243,55.00733822930003,0.8638298404563334,3.9544581003029506
3243,0.4354807745651353,1.4330453245938897,0.21114427038512382,0.8565575653052641,23.52784465126137,0.7428919825354546,0.6952247571680268
3247,0.8712532225272936,0.9945585678247143,0.2292011248460109,0.25592984116731915,27.520687785941238,0.3616229375891732,0.28679529113373553
3279,0.34482894481501825,0.2553678844881204,0.7630783296150548,0.3784545006543204,8.495676535621948,1.8059193176806505,1.265207284425739
3302,1.5123264289047493,0.04484288734212061,0.8659535130742925,0.09161814645777151,42.35411685329647,0.5005531762082451,1.5977988875311475
3352,1.0676462398112685,0.15583107908252825,1.5206837683798773,1.2183127202856183,8.325241767406812,1.452430336264012,1.1645626630127648
3386,1.3038497534216753,0.26638794971785323,0.4608742109511091,1.4768812033238572,38.61016847310446,0.3198706712807488,1.2804384088506289
3391,2.7714952856261417,0.3934056992858707,0.8455483149582265,1.2443893792568168,0.6159966701226158,0.3656127273265133,0.9249955472857476
3421,0.1802639512797905,0.8840963188323189,0.04163398211853352,0.6487217218727023,29.921613121760323,0.12345432642053114,0.21138587286755423
3426,0.3251690557032795,1.4815957833133069,0.4531953779884121,0.6154158490248464,5.076154113326617,0.7853294195933005,1.223121286562649
3455,1.0114880946278826,0.11381734139041164,0.044743018768284126,0.7212351843541502,22.460191001936494,2.5220909494590864,1.6573768118926921
3478,0.29720678291640545,0.26337957775863496,1.066226842812689,0.5667655848476877,37.64013148037287,1.8673759109053174,1.4555383019365153
3487,0.7423457202299499,1.7149853462112714,0.6379135450814285,0.04476894957593257,40.467096894601795,3.586137233866216,3.804730451987624
3492,1.156625797899161,1.3402988167430598,0.008665447751636829,0.2835138002732477,46.611899232615876,3.823494347352054,1.1671156714105153
3517,0.11014806483214479,2.1570314654881018,1.0315148047347464,0.42163168642272353,11.448030925238285,1.4357508928063012,2.3383425320444093
3518,0.9588959864466702,1.0988695231212509,1.303035128393959,0.5829671335904532,60.08806787309119,2.986221212994455,0.571824044699067
3521,1.2667213309970218,0.621675814220552,1.0938311297696561,0.16206087452562312,1.7488341413578816,0.6457398626582347,0.9512482027584975
3534,0.9264896453880583,0.6112602777585185,0.30350389679795514,0.6607365549456732,42.916397686193605,0.6154235894287506,1.1913498056370073
3638,0.4904782194234301,0.5693466933131486,0.52774220828115,0.9989593730715662,44.32354981859637,0.7260652470990514,1.9409651824903391
3641,1.0963501478385886,1.0385839050171222,1.1554667810246766,0.04884949408369515,16.370975696730632,1.2146914503184678,0.5180097113348444
3660,1.1251682474870917,2.6498256153394437,0.8360477535980606,0.27665555133845465,6.647737944983675,4.189487988238968,1.0351285479208814
3693,1.4827667009960555,1.827198676907057,1.0197766274583022,1.3480696916002268,12.503739974207106,0.39380465333404174,4.254043141687431
3720,0.28451805452624157,0.128330333780779,1.1020061232710665,1.3623478685250974,32.89977248064054,1.9711636312516887,1.7252045392875197
3730,0.7955121528029243,3.0846429807576032,0.5043488168336439,0.049395599283913495,36.251422651765594,4.379412160701318,2.0693538879318685
3783,0.6049457073239459,2.0413711561619015,0.7493179785246878,1.0969774647945212,40.576586288023535,0.3285693128719262,0.6857970570187699
3799,1.1617261892992166,0.17295458739364872,0.7411149307506747,1.9875757035925146,41.28174517448463,1.3169994731791823,1.068351440500462
3808,1.2466978467776197,0.7237676664501442,0.9034074128490919,0.5244387107332154,67.25117256301675,1.1829962320504857,1.212986848272
3830,0.8539840189326436,3.21377112661479,1.2033320405094383,0.45773286356173654,37.54442292948277,3.8195903896865437,3.3194313020958766
3911,1.2835278538741235,1.0654419702198061,0.8274998861116449,1.5156290891688828,13.586538626118763,0.08386607794219327,2.048502109592486
3921,0.6158591454519888,0.38755304628699155,0.028928226379771285,0.20615218811446628,3.8475778080924696,0.8920466364044176,0.3612041739138617
3929,2.633819050796371,0.9450289835493587,0.2986836570915742,0.28951445034585005,51.514041450575995,4.148704571494481,0.818283010857904
3935,2.81739683619408,0.6845452711880456,0.47547956783504036,0.8244077037185268,12.087906263035048,1.882834570343013,0.8575615808719111
3952,0.8151733705344504,1.4213737803146527,1.8589162270759418,2.07082591214564,38.78031975164742,1.4918968667063506,2.204482127906882
3970,0.03279748484587097,0.04496711447528125,0.8023549415962372,0.05596807521539455,1.2587862066143038,1.3188745288615529,2.031490217933134
4010,1.402601224810275,2.8156867400912,0.32155039268674185,1.0792761245407096,32.00769887898965,1.3603541900616831,2.640796818661903
4048,0.5769668448794594,2.5465844312503427,1.2188962093412745,2.69645765857969,12.554694937357153,1.0274535255029873,2.034725712085675
4056,0.022508437063763084,1.314606117895531,0.4182306259418938,0.25214004054400846,21.703901095933162,0.9473983209313134,0.7722881387712778
4061,0.18508979402261816,2.9821331917064895,0.5547002592517409,0.8700483987324952,36.343641014906154,0.44832205362611177,0.8537332755290126
4062,0.25008804864660084,0.3441637343259413,0.9003707154792782,1.174420721225223,69.65293410174253,2.7448828146688538,3.947884268688023
4087,2.195807539295367,1.4846549676953584,0.21347129458356678,0.11785025622664094,37.47382293814321,1.9078716846543307,0.46122053745522784
4118,0.028497605640483686,1.550747958987352,0.9090807565906135,0.8728187147631695,32.13624299962416,2.1839401736682156,1.2569314763211366
4159,0.7906456304443663,2.487352435258618,0.9481045882884759,1.0582270119733388,43.41785191623585,6.040923860119531,0.7095297968664949
4186,0.975794974171599,3.0752603633951776,0.17831510320070842,1.2188268803352398,63.39206790805804,1.9574976934856096,0.5398376090365337
4187,0.9564877309318103,1.8149994926828166,0.8210642441153453,1.0530643225151108,32.377524610393834,1.0439973462683332,1.8873910766651332
4200,0.703834002191498,3.1783796028546023,1.285128725049331,1.728155273229792,3.345303987336813,2.330664293090074,0.9550262099954904
4260,0.3627800085538479,0.3120861293224153,0.6944325205106446,1.1582245888676215,47.58081922721034,2.9347034442156112,3.682532046246884
4267,1.7892752970996886,0.7091953507787031,1.123423873665584,0.8321828869061617,23.442218334272248,2.843694180949592,4.223181412141175
4285,1.8910056493563092,0.33638734927473785,0.035476142236008035,1.1980954074950159,31.408232392170294,2.548632625780388,2.115047263956909
4287,1.3391447241115597,0.6518885465293291,0.874778613230727,0.7796798893670482,42.08892580700636,3.609110536820536,1.5603934234576124
4293,2.9225023682689897,1.1132786630438878,0.7947441270051886,1.393294829996384,42.7282888140089,5.049868421422594,2.2386686267336513
4321,2.5772537531248876,1.313424114728027,0.24085268483740058,0.6077132942709595,61.83405182270886,3.7643420779700487,1.6027216510824684
4326,2.46424542914305,4.906454344086049,0.057355969847372346,0.39220260628428133,0.7979307308976997,0.47851257089164934,0.9225138852255659
4359,0.19087991998580553,2.9160180541031764,0.924874309399253,0.46696727005324196,27.209765050984327,1.0115879082564696,0.9751707349435493
